MCM Name,Smiles String,InChl Identifier,formula,idx_species
CHOOCHO, O=COC=O , InChI=1S/C2H2O3/c3-1-5-2-4/h1-2H ,C2H2O3,1432
METACETHO, O=COC(=O)C ," InChI=1S/C3H4O3/c1-3(5)6-2-4/h2H,1H3 ",C3H4O3,1433
METACETO2H, CC(=O)OCOO ," InChI=1S/C3H6O4/c1-3(4)6-2-7-5/h5H,2H2,1H3 ",C3H6O4,1434
METACETNO3, CC(=O)OCON(=O)=O ," InChI=1S/C3H5NO5/c1-3(5)8-2-9-4(6)7/h2H2,1H3 ",C3H5NO5,1435
METHACETO, CC(=O)OC[O] ," InChI=1S/C3H5O3/c1-3(5)6-2-4/h2H2,1H3 ",C3H5O3,1436
METACETOH, CC(=O)OCO ," InChI=1S/C3H6O3/c1-3(5)6-2-4/h4H,2H2,1H3 ",C3H6O3,1437
MOCOCH2OOH, OOCC(=O)OC ," InChI=1S/C3H6O4/c1-6-3(4)2-7-5/h5H,2H2,1H3 ",C3H6O4,1438
MOCOCH2O, COC(=O)C[O] ," InChI=1S/C3H5O3/c1-6-3(5)2-4/h2H2,1H3 ",C3H5O3,1439
MOXCOCH2OH, COC(=O)CO ," InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3 ",C3H6O3,1440
MOXYCOCHO, COC(=O)C=O ," InChI=1S/C3H4O3/c1-6-3(5)2-4/h2H,1H3 ",C3H4O3,1441
ACEC2H4OOH, CC(=O)OCCOO ," InChI=1S/C4H8O4/c1-4(5)7-2-3-8-6/h6H,2-3H2,1H3 ",C4H8O4,1442
ACEC2H4NO3, CC(=O)OCCON(=O)=O ," InChI=1S/C4H7NO5/c1-4(6)9-2-3-10-5(7)8/h2-3H2,1H3 ",C4H7NO5,1443
ACETC2H4O, CC(=O)OCC[O] ," InChI=1S/C4H7O3/c1-4(6)7-3-2-5/h2-3H2,1H3 ",C4H7O3,1444
ACETETCHO, O=CCOC(=O)C ," InChI=1S/C4H6O3/c1-4(6)7-3-2-5/h2H,3H2,1H3 ",C4H6O3,1445
ETACETOH, CC(=O)OCCO ," InChI=1S/C4H8O3/c1-4(6)7-3-2-5/h5H,2-3H2,1H3 ",C4H8O3,1446
EOCOCH2OOH, CCOC(=O)COO ," InChI=1S/C4H8O4/c1-2-7-4(5)3-8-6/h6H,2-3H2,1H3 ",C4H8O4,1447
EOCOCH2O, CCOC(=O)C[O] ," InChI=1S/C4H7O3/c1-2-7-4(6)3-5/h2-3H2,1H3 ",C4H7O3,1448
EOCOCHO, CCOC(=O)C=O ," InChI=1S/C4H6O3/c1-2-7-4(6)3-5/h3H,2H2,1H3 ",C4H6O3,1449
EOX2COMEOH, CCOC(=O)CO ," InChI=1S/C4H8O3/c1-2-7-4(6)3-5/h5H,2-3H2,1H3 ",C4H8O3,1450
ETHACETOOH, CC(OC(=O)C)OO ," InChI=1S/C4H8O4/c1-3(5)7-4(2)8-6/h4,6H,1-2H3 ",C4H8O4,1451
METHCOACET, CC(=O)OC(=O)C , InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3 ,C4H6O3,1452
ETACETNO3, CC(=O)OC(C)ON(=O)=O ," InChI=1S/C4H7NO5/c1-3(6)9-4(2)10-5(7)8/h4H,1-2H3 ",C4H7NO5,1453
ETHACETO, CC([O])OC(=O)C ," InChI=1S/C4H7O3/c1-3(5)7-4(2)6/h3H,1-2H3 ",C4H7O3,1454
ETHACETOH, CC(O)OC(=O)C ," InChI=1S/C4H8O3/c1-3(5)7-4(2)6/h3,5H,1-2H3 ",C4H8O3,1455
NPRACAOOH, CC(COC(=O)C)OO ," InChI=1S/C5H10O4/c1-4(9-7)3-8-5(2)6/h4,7H,3H2,1-2H3 ",C5H10O4,1456
NPRACANO3, CC(=O)OCC(C)ON(=O)=O ," InChI=1S/C5H9NO5/c1-4(11-6(8)9)3-10-5(2)7/h4H,3H2,1-2H3 ",C5H9NO5,1457
NPROACEAO, CC([O])COC(=O)C ," InChI=1S/C5H9O3/c1-4(6)3-8-5(2)7/h4H,3H2,1-2H3 ",C5H9O3,1458
ACEPROPONE, CC(=O)OCC(=O)C ," InChI=1S/C5H8O3/c1-4(6)3-8-5(2)7/h3H2,1-2H3 ",C5H8O3,1459
NPRACAOH, CC(O)COC(=O)C ," InChI=1S/C5H10O3/c1-4(6)3-8-5(2)7/h4,6H,3H2,1-2H3 ",C5H10O3,1460
NPRACBOOH, CCC(OO)OC(=O)C ," InChI=1S/C5H10O4/c1-3-5(9-7)8-4(2)6/h5,7H,3H2,1-2H3 ",C5H10O4,1461
NPRACBNO3, CCC(OC(=O)C)ON(=O)=O ," InChI=1S/C5H9NO5/c1-3-5(10-4(2)7)11-6(8)9/h5H,3H2,1-2H3 ",C5H9NO5,1462
NPROACEBO, CCC([O])OC(=O)C ," InChI=1S/C5H9O3/c1-3-5(7)8-4(2)6/h5H,3H2,1-2H3 ",C5H9O3,1463
ACETCOC2H5, CCC(=O)OC(=O)C ," InChI=1S/C5H8O3/c1-3-5(7)8-4(2)6/h3H2,1-2H3 ",C5H8O3,1464
NPRACBOH, CCC(O)OC(=O)C ," InChI=1S/C5H10O3/c1-3-5(7)8-4(2)6/h5,7H,3H2,1-2H3 ",C5H10O3,1465
NPRACCOOH, OOCCCOC(=O)C ," InChI=1S/C5H10O4/c1-5(6)8-3-2-4-9-7/h7H,2-4H2,1H3 ",C5H10O4,1466
NPRACCNO3, CC(=O)OCCCON(=O)=O ," InChI=1S/C5H9NO5/c1-5(7)10-3-2-4-11-6(8)9/h2-4H2,1H3 ",C5H9NO5,1467
NPROACECO, CC(=O)OCCC[O] ," InChI=1S/C5H9O3/c1-5(7)8-4-2-3-6/h2-4H2,1H3 ",C5H9O3,1468
ACEC2CHO, O=CCCOC(=O)C ," InChI=1S/C5H8O3/c1-5(7)8-4-2-3-6/h3H,2,4H2,1H3 ",C5H8O3,1469
NPRACCOH, CC(=O)OCCCO ," InChI=1S/C5H10O3/c1-5(7)8-4-2-3-6/h6H,2-4H2,1H3 ",C5H10O3,1470
IPRACBOOH, CC(COO)OC(=O)C ," InChI=1S/C5H10O4/c1-4(3-8-7)9-5(2)6/h4,7H,3H2,1-2H3 ",C5H10O4,1471
IPRACBNO3, CC(=O)OC(C)CON(=O)=O ," InChI=1S/C5H9NO5/c1-4(11-5(2)7)3-10-6(8)9/h4H,3H2,1-2H3 ",C5H9NO5,1472
IPRACBO, CC(C[O])OC(=O)C ," InChI=1S/C5H9O3/c1-4(3-6)8-5(2)7/h4H,3H2,1-2H3 ",C5H9O3,1473
IPRACBCHO, O=CC(C)OC(=O)C ," InChI=1S/C5H8O3/c1-4(3-6)8-5(2)7/h3-4H,1-2H3 ",C5H8O3,1474
IPRACBOH, CC(CO)OC(=O)C ," InChI=1S/C5H10O3/c1-4(3-6)8-5(2)7/h4,6H,3H2,1-2H3 ",C5H10O3,1475
IPRACOOH, OOC(C)(C)OC(=O)C ," InChI=1S/C5H10O4/c1-4(6)8-5(2,3)9-7/h7H,1-3H3 ",C5H10O4,1476
IPRACNO3, CC(=O)OC(C)(C)ON(=O)=O ," InChI=1S/C5H9NO5/c1-4(7)10-5(2,3)11-6(8)9/h1-3H3 ",C5H9NO5,1477
IPROACETO, CC(=O)OC(C)(C)[O] ," InChI=1S/C5H9O3/c1-4(6)8-5(2,3)7/h1-3H3 ",C5H9O3,1478
IPRACOH, CC(=O)OC(C)(C)O ," InChI=1S/C5H10O3/c1-4(6)8-5(2,3)7/h7H,1-3H3 ",C5H10O3,1479
NBUACAOOH, OOC(C)CCOC(=O)C ," InChI=1S/C6H12O4/c1-5(10-8)3-4-9-6(2)7/h5,8H,3-4H2,1-2H3 ",C6H12O4,1480
NBUACANO3, CC(=O)OCCC(C)ON(=O)=O ," InChI=1S/C6H11NO5/c1-5(12-7(9)10)3-4-11-6(2)8/h5H,3-4H2,1-2H3 ",C6H11NO5,1481
NBUACETAO, CC([O])CCOC(=O)C ," InChI=1S/C6H11O3/c1-5(7)3-4-9-6(2)8/h5H,3-4H2,1-2H3 ",C6H11O3,1482
ACEBUTONE, CC(=O)CCOC(=O)C ," InChI=1S/C6H10O3/c1-5(7)3-4-9-6(2)8/h3-4H2,1-2H3 ",C6H10O3,1483
NBUACAOH, CC(O)CCOC(=O)C ," InChI=1S/C6H12O3/c1-5(7)3-4-9-6(2)8/h5,7H,3-4H2,1-2H3 ",C6H12O3,1484
NBUACBOOH, CCC(OO)COC(=O)C ," InChI=1S/C6H12O4/c1-3-6(10-8)4-9-5(2)7/h6,8H,3-4H2,1-2H3 ",C6H12O4,1485
NBUACBNO3, CCC(COC(=O)C)ON(=O)=O ," InChI=1S/C6H11NO5/c1-3-6(12-7(9)10)4-11-5(2)8/h6H,3-4H2,1-2H3 ",C6H11NO5,1486
NBUACETBO, CCC([O])COC(=O)C ," InChI=1S/C6H11O3/c1-3-6(8)4-9-5(2)7/h6H,3-4H2,1-2H3 ",C6H11O3,1487
ACEBUTBONE, CCC(=O)COC(=O)C ," InChI=1S/C6H10O3/c1-3-6(8)4-9-5(2)7/h3-4H2,1-2H3 ",C6H10O3,1488
NBUACBOH, CCC(O)COC(=O)C ," InChI=1S/C6H12O3/c1-3-6(8)4-9-5(2)7/h6,8H,3-4H2,1-2H3 ",C6H12O3,1489
NBUACCOOH, CCCC(OO)OC(=O)C ," InChI=1S/C6H12O4/c1-3-4-6(10-8)9-5(2)7/h6,8H,3-4H2,1-2H3 ",C6H12O4,1490
NBUACCNO3, CCCC(OC(=O)C)ON(=O)=O ," InChI=1S/C6H11NO5/c1-3-4-6(11-5(2)8)12-7(9)10/h6H,3-4H2,1-2H3 ",C6H11NO5,1491
NBUACETCO, CCCC([O])OC(=O)C ," InChI=1S/C6H11O3/c1-3-4-6(8)9-5(2)7/h6H,3-4H2,1-2H3 ",C6H11O3,1492
ACETCOC3H7, CCCC(=O)OC(=O)C ," InChI=1S/C6H10O3/c1-3-4-6(8)9-5(2)7/h3-4H2,1-2H3 ",C6H10O3,1493
NBUACCOH, CCCC(O)OC(=O)C ," InChI=1S/C6H12O3/c1-3-4-6(8)9-5(2)7/h6,8H,3-4H2,1-2H3 ",C6H12O3,1494
SBUACAOOH, CCC(C)(OO)OC(=O)C ," InChI=1S/C6H12O4/c1-4-6(3,10-8)9-5(2)7/h8H,4H2,1-3H3 ",C6H12O4,1495
SBUACANO3, CCC(C)(OC(=O)C)ON(=O)=O ," InChI=1S/C6H11NO5/c1-4-6(3,11-5(2)8)12-7(9)10/h4H2,1-3H3 ",C6H11NO5,1496
SBUACETAO, CCC(C)([O])OC(=O)C ," InChI=1S/C6H11O3/c1-4-6(3,8)9-5(2)7/h4H2,1-3H3 ",C6H11O3,1497
SBUACAOH, CCC(C)(O)OC(=O)C ," InChI=1S/C6H12O3/c1-4-6(3,8)9-5(2)7/h8H,4H2,1-3H3 ",C6H12O3,1498
SBUACBOOH, CC(OC(=O)C)C(C)OO ," InChI=1S/C6H12O4/c1-4(5(2)10-8)9-6(3)7/h4-5,8H,1-3H3 ",C6H12O4,1499
SBUACBNO3, O=N(=O)OC(C)C(C)OC(=O)C ," InChI=1S/C6H11NO5/c1-4(11-6(3)8)5(2)12-7(9)10/h4-5H,1-3H3 ",C6H11NO5,1500
SBUACETBO, CC(=O)OC(C)C(C)[O] ," InChI=1S/C6H11O3/c1-4(7)5(2)9-6(3)8/h4-5H,1-3H3 ",C6H11O3,1501
SBUACBOH, CC(=O)OC(C)C(C)O ," InChI=1S/C6H12O3/c1-4(7)5(2)9-6(3)8/h4-5,7H,1-3H3 ",C6H12O3,1502
SBUACEONE, CC(=O)OC(C)C(=O)C ," InChI=1S/C6H10O3/c1-4(7)5(2)9-6(3)8/h5H,1-3H3 ",C6H10O3,1503
MCOOTBOOH, OOCC(C)(C)OC(=O)C ," InChI=1S/C6H12O4/c1-5(7)10-6(2,3)4-9-8/h8H,4H2,1-3H3 ",C6H12O4,1504
MCOOTBNO3, O=N(=O)OCC(C)(C)OC(=O)C ," InChI=1S/C6H11NO5/c1-5(8)12-6(2,3)4-11-7(9)10/h4H2,1-3H3 ",C6H11NO5,1505
MCOOTBO, [O]CC(C)(C)OC(=O)C ," InChI=1S/C6H11O3/c1-5(8)9-6(2,3)4-7/h4H2,1-3H3 ",C6H11O3,1506
TBUACCO, O=CC(C)(C)OC(=O)C ," InChI=1S/C6H10O3/c1-5(8)9-6(2,3)4-7/h4H,1-3H3 ",C6H10O3,1507
TBUACOH, OCC(C)(C)OC(=O)C ," InChI=1S/C6H12O3/c1-5(8)9-6(2,3)4-7/h7H,4H2,1-3H3 ",C6H12O3,1508
BOCOCH2OOH, OOCC(=O)OC(C)(C)C ," InChI=1S/C6H12O4/c1-6(2,3)10-5(7)4-9-8/h8H,4H2,1-3H3 ",C6H12O4,1509
TBOCOCH2O, [O]CC(=O)OC(C)(C)C ," InChI=1S/C6H11O3/c1-6(2,3)9-5(8)4-7/h4H2,1-3H3 ",C6H11O3,1510
TBOCOCH2OH, OCC(=O)OC(C)(C)C ," InChI=1S/C6H12O3/c1-6(2,3)9-5(8)4-7/h7H,4H2,1-3H3 ",C6H12O3,1511
TBOCOCHO, O=CC(=O)OC(C)(C)C ," InChI=1S/C6H10O3/c1-6(2,3)9-5(8)4-7/h4H,1-3H3 ",C6H10O3,1512
CH3OCH2OOH, COCOO ," InChI=1S/C2H6O3/c1-4-2-5-3/h3H,2H2,1H3 ",C2H6O3,1513
CH3OCH2NO3, COCON(=O)=O ," InChI=1S/C2H5NO4/c1-6-2-7-3(4)5/h2H2,1H3 ",C2H5NO4,1514
CH3OCH2O, COC[O] ," InChI=1S/C2H5O2/c1-4-2-3/h2H2,1H3 ",C2H5O2,1515
CH3OCH2OH, COCO ," InChI=1S/C2H6O2/c1-4-2-3/h3H,2H2,1H3 ",C2H6O2,1516
DIETETOOH, CC(OCC)OO ," InChI=1S/C4H10O3/c1-3-6-4(2)7-5/h4-5H,3H2,1-2H3 ",C4H10O3,1517
DIETETNO3, CCOC(C)ON(=O)=O ," InChI=1S/C4H9NO4/c1-3-8-4(2)9-5(6)7/h4H,3H2,1-2H3 ",C4H9NO4,1518
DIETETO, CCOC(C)[O] ," InChI=1S/C4H9O2/c1-3-6-4(2)5/h4H,3H2,1-2H3 ",C4H9O2,1519
DIETETOH, CCOC(C)O ," InChI=1S/C4H10O2/c1-3-6-4(2)5/h4-5H,3H2,1-2H3 ",C4H10O2,1520
ETOC2OOH, CCOCCOO ," InChI=1S/C4H10O3/c1-2-6-3-4-7-5/h5H,2-4H2,1H3 ",C4H10O3,1521
ETOC2NO3, CCOCCON(=O)=O ," InChI=1S/C4H9NO4/c1-2-8-3-4-9-5(6)7/h2-4H2,1H3 ",C4H9NO4,1522
ETOC2O, [O]CCOCC ," InChI=1S/C4H9O2/c1-2-6-4-3-5/h2-4H2,1H3 ",C4H9O2,1523
MTBEACHO, O=COC(C)(C)C ," InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3 ",C5H10O2,1524
MTBEAOOH, OOCOC(C)(C)C ," InChI=1S/C5H12O3/c1-5(2,3)7-4-8-6/h6H,4H2,1-3H3 ",C5H12O3,1525
MTBEANO3, O=N(=O)OCOC(C)(C)C ," InChI=1S/C5H11NO4/c1-5(2,3)9-4-10-6(7)8/h4H2,1-3H3 ",C5H11NO4,1526
MTBEAO, [O]COC(C)(C)C ," InChI=1S/C5H11O2/c1-5(2,3)7-4-6/h4H2,1-3H3 ",C5H11O2,1527
MTBEAOH, OCOC(C)(C)C ," InChI=1S/C5H12O2/c1-5(2,3)7-4-6/h6H,4H2,1-3H3 ",C5H12O2,1528
MTBEBOOH, OOCC(C)(C)OC ," InChI=1S/C5H12O3/c1-5(2,7-3)4-8-6/h6H,4H2,1-3H3 ",C5H12O3,1529
MTBEBNO3, COC(C)(C)CON(=O)=O ," InChI=1S/C5H11NO4/c1-5(2,9-3)4-10-6(7)8/h4H2,1-3H3 ",C5H11NO4,1530
MTBEBO, [O]CC(C)(C)OC ," InChI=1S/C5H11O2/c1-5(2,4-6)7-3/h4H2,1-3H3 ",C5H11O2,1531
MTBEBCHO, COC(C)(C)C=O ," InChI=1S/C5H10O2/c1-5(2,4-6)7-3/h4H,1-3H3 ",C5H10O2,1532
MTBEBOH, OCC(C)(C)OC ," InChI=1S/C5H12O2/c1-5(2,4-6)7-3/h6H,4H2,1-3H3 ",C5H12O2,1533
DIIPRETOOH, OOC(C)(C)OC(C)C ," InChI=1S/C6H14O3/c1-5(2)8-6(3,4)9-7/h5,7H,1-4H3 ",C6H14O3,1534
DIIPRETNO3, CC(C)OC(C)(C)ON(=O)=O ," InChI=1S/C6H13NO4/c1-5(2)10-6(3,4)11-7(8)9/h5H,1-4H3 ",C6H13NO4,1535
DIIPRETO, CC(C)OC(C)(C)[O] ," InChI=1S/C6H13O2/c1-5(2)8-6(3,4)7/h5H,1-4H3 ",C6H13O2,1536
DIIPRETOH, CC(C)OC(C)(C)O ," InChI=1S/C6H14O2/c1-5(2)8-6(3,4)7/h5,7H,1-4H3 ",C6H14O2,1537
IPROMC2OOH, OOCC(C)OC(C)C ," InChI=1S/C6H14O3/c1-5(2)9-6(3)4-8-7/h5-7H,4H2,1-3H3 ",C6H14O3,1538
IPROMC2NO3, CC(C)OC(C)CON(=O)=O ," InChI=1S/C6H13NO4/c1-5(2)11-6(3)4-10-7(8)9/h5-6H,4H2,1-3H3 ",C6H13NO4,1539
IPROMC2O, [O]CC(C)OC(C)C ," InChI=1S/C6H13O2/c1-5(2)8-6(3)4-7/h5-6H,4H2,1-3H3 ",C6H13O2,1540
IPROMC2OH, OCC(C)OC(C)C ," InChI=1S/C6H14O2/c1-5(2)8-6(3)4-7/h5-7H,4H2,1-3H3 ",C6H14O2,1541
IPROMCCHO, O=CC(C)OC(C)C ," InChI=1S/C6H12O2/c1-5(2)8-6(3)4-7/h4-6H,1-3H3 ",C6H12O2,1542
ETBEAOOH, CCOC(C)(C)COO ," InChI=1S/C6H14O3/c1-4-8-6(2,3)5-9-7/h7H,4-5H2,1-3H3 ",C6H14O3,1543
ETBEANO3, CCOC(C)(C)CON(=O)=O ," InChI=1S/C6H13NO4/c1-4-10-6(2,3)5-11-7(8)9/h4-5H2,1-3H3 ",C6H13NO4,1544
ETBEAO, CCOC(C)(C)C[O] ," InChI=1S/C6H13O2/c1-4-8-6(2,3)5-7/h4-5H2,1-3H3 ",C6H13O2,1545
ETBEACHO, CCOC(C)(C)C=O ," InChI=1S/C6H12O2/c1-4-8-6(2,3)5-7/h5H,4H2,1-3H3 ",C6H12O2,1546
ETBEAOH, CCOC(C)(C)CO ," InChI=1S/C6H14O2/c1-4-8-6(2,3)5-7/h7H,4-5H2,1-3H3 ",C6H14O2,1547
ETBEBOOH, OOC(C)OC(C)(C)C ," InChI=1S/C6H14O3/c1-5(9-7)8-6(2,3)4/h5,7H,1-4H3 ",C6H14O3,1548
ETBEBNO3, O=N(=O)OC(C)OC(C)(C)C ," InChI=1S/C6H13NO4/c1-5(11-7(8)9)10-6(2,3)4/h5H,1-4H3 ",C6H13NO4,1549
ETBEBO, CC([O])OC(C)(C)C ," InChI=1S/C6H13O2/c1-5(7)8-6(2,3)4/h5H,1-4H3 ",C6H13O2,1550
ETBEBOH, CC(O)OC(C)(C)C ," InChI=1S/C6H14O2/c1-5(7)8-6(2,3)4/h5,7H,1-4H3 ",C6H14O2,1551
ETBECOOH, OOCCOC(C)(C)C ," InChI=1S/C6H14O3/c1-6(2,3)8-4-5-9-7/h7H,4-5H2,1-3H3 ",C6H14O3,1552
ETBECNO3, O=N(=O)OCCOC(C)(C)C ," InChI=1S/C6H13NO4/c1-6(2,3)10-4-5-11-7(8)9/h4-5H2,1-3H3 ",C6H13NO4,1553
ETBECO, [O]CCOC(C)(C)C ," InChI=1S/C6H13O2/c1-6(2,3)8-5-4-7/h4-5H2,1-3H3 ",C6H13O2,1554
ETBECCHO, O=CCOC(C)(C)C ," InChI=1S/C6H12O2/c1-6(2,3)8-5-4-7/h4H,5H2,1-3H3 ",C6H12O2,1555
ETBECOH, OCCOC(C)(C)C ," InChI=1S/C6H14O2/c1-6(2,3)8-5-4-7/h7H,4-5H2,1-3H3 ",C6H14O2,1556
MO2EOLAOOH, COC(CO)OO ," InChI=1S/C3H8O4/c1-6-3(2-4)7-5/h3-5H,2H2,1H3 ",C3H8O4,1557
MO2EOLANO3, OCC(OC)ON(=O)=O ," InChI=1S/C3H7NO5/c1-8-3(2-5)9-4(6)7/h3,5H,2H2,1H3 ",C3H7NO5,1558
MO2EOLAO, COC([O])CO ," InChI=1S/C3H7O3/c1-6-3(5)2-4/h3-4H,2H2,1H3 ",C3H7O3,1559
MO2EOLA2OH, COC(O)CO ," InChI=1S/C3H8O3/c1-6-3(5)2-4/h3-5H,2H2,1H3 ",C3H8O3,1560
ETOHOCHO, OCCOC=O ," InChI=1S/C3H6O3/c4-1-2-6-3-5/h3-4H,1-2H2 ",C3H6O3,1561
MO2EOLBOOH, OCCOCOO ," InChI=1S/C3H8O4/c4-1-2-6-3-7-5/h4-5H,1-3H2 ",C3H8O4,1562
MO2EOLBNO3, OCCOCON(=O)=O ," InChI=1S/C3H7NO5/c5-1-2-8-3-9-4(6)7/h5H,1-3H2 ",C3H7NO5,1563
MO2EOLBO, [O]COCCO ," InChI=1S/C3H7O3/c4-1-2-6-3-5/h4H,1-3H2 ",C3H7O3,1564
MO2EOLB2OH, OCOCCO ," InChI=1S/C3H8O3/c4-1-2-6-3-5/h4-5H,1-3H2 ",C3H8O3,1565
MEMOXYCO3, COCC(=O)O[O] ," InChI=1S/C3H5O4/c1-6-2-3(4)7-5/h2H2,1H3 ",C3H5O4,1566
EOX2OLAOOH, CCOC(CO)OO ," InChI=1S/C4H10O4/c1-2-7-4(3-5)8-6/h4-6H,2-3H2,1H3 ",C4H10O4,1567
EOX2EOLAO, CCOC([O])CO ," InChI=1S/C4H9O3/c1-2-7-4(6)3-5/h4-5H,2-3H2,1H3 ",C4H9O3,1568
EOX2OLANO3, CCOC(CO)ON(=O)=O ," InChI=1S/C4H9NO5/c1-2-9-4(3-6)10-5(7)8/h4,6H,2-3H2,1H3 ",C4H9NO5,1569
EOX2ETA2OH, CCOC(O)CO ," InChI=1S/C4H10O3/c1-2-7-4(6)3-5/h4-6H,2-3H2,1H3 ",C4H10O3,1570
EOX2OLBOOH, OCCOC(C)OO ," InChI=1S/C4H10O4/c1-4(8-6)7-3-2-5/h4-6H,2-3H2,1H3 ",C4H10O4,1571
EOX2EOLBO, OCCOC(C)[O] ," InChI=1S/C4H9O3/c1-4(6)7-3-2-5/h4-5H,2-3H2,1H3 ",C4H9O3,1572
EOX2OLBNO3, OCCOC(C)ON(=O)=O ," InChI=1S/C4H9NO5/c1-4(9-3-2-6)10-5(7)8/h4,6H,2-3H2,1H3 ",C4H9NO5,1573
EOX2ETB2OH, OCCOC(C)O ," InChI=1S/C4H10O3/c1-4(6)7-3-2-5/h4-6H,2-3H2,1H3 ",C4H10O3,1574
EOX2MECO3, CCOCC(=O)O[O] ," InChI=1S/C4H7O4/c1-2-7-3-4(5)8-6/h2-3H2,1H3 ",C4H7O4,1575
ETOMEO2, CCOCO[O] ," InChI=1S/C3H7O3/c1-2-5-3-6-4/h2-3H2,1H3 ",C3H7O3,1576
ETOHCO2M, COC(=O)C(C)O ," InChI=1S/C4H8O3/c1-3(5)4(6)7-2/h3,5H,1-2H3 ",C4H8O3,1577
PR2OHMOOOH, COC(OO)C(C)O ," InChI=1S/C4H10O4/c1-3(5)4(7-2)8-6/h3-6H,1-2H3 ",C4H10O4,1578
PR2OHMONO3, COC(ON(=O)=O)C(C)O ," InChI=1S/C4H9NO5/c1-3(6)4(9-2)10-5(7)8/h3-4,6H,1-2H3 ",C4H9NO5,1579
PR2OHMOXO, COC([O])C(C)O ," InChI=1S/C4H9O3/c1-3(5)4(6)7-2/h3-5H,1-2H3 ",C4H9O3,1580
PROH2MOX, COC(O)C(C)O ," InChI=1S/C4H10O3/c1-3(5)4(6)7-2/h3-6H,1-2H3 ",C4H10O3,1581
H2C3OCOOH, OOCOCC(C)O ," InChI=1S/C4H10O4/c1-4(5)2-7-3-8-6/h4-6H,2-3H2,1H3 ",C4H10O4,1582
PROL2FORM, CC(O)COC=O ," InChI=1S/C4H8O3/c1-4(6)2-7-3-5/h3-4,6H,2H2,1H3 ",C4H8O3,1583
H2C3OCNO3, CC(O)COCON(=O)=O ," InChI=1S/C4H9NO5/c1-4(6)2-9-3-10-5(7)8/h4,6H,2-3H2,1H3 ",C4H9NO5,1584
H2C3OCO, [O]COCC(C)O ," InChI=1S/C4H9O3/c1-4(6)2-7-3-5/h4,6H,2-3H2,1H3 ",C4H9O3,1585
H2C3OCOH, OCOCC(C)O ," InChI=1S/C4H10O3/c1-4(6)2-7-3-5/h4-6H,2-3H2,1H3 ",C4H10O3,1586
PRONEMOXO2, COC(O[O])C(=O)C ," InChI=1S/C4H7O4/c1-3(5)4(7-2)8-6/h4H,1-2H3 ",C4H7O4,1587
BOX2OHAOOH, CCCC(OO)OCCO ," InChI=1S/C6H14O4/c1-2-3-6(10-8)9-5-4-7/h6-8H,2-5H2,1H3 ",C6H14O4,1588
PRCOOETOH, CCCC(=O)OCCO ," InChI=1S/C6H12O3/c1-2-3-6(8)9-5-4-7/h7H,2-5H2,1H3 ",C6H12O3,1589
BOX2EOHAO, CCCC([O])OCCO ," InChI=1S/C6H13O3/c1-2-3-6(8)9-5-4-7/h6-7H,2-5H2,1H3 ",C6H13O3,1590
BOXEOHANO3, OCCOC(CCC)ON(=O)=O ," InChI=1S/C6H13NO5/c1-2-3-6(11-5-4-8)12-7(9)10/h6,8H,2-5H2,1H3 ",C6H13NO5,1591
BOXOHETOH, CCCC(O)OCCO ," InChI=1S/C6H14O3/c1-2-3-6(8)9-5-4-7/h6-8H,2-5H2,1H3 ",C6H14O3,1592
BOX2COMOH, CCCCOC(=O)CO ," InChI=1S/C6H12O3/c1-2-3-4-9-6(8)5-7/h7H,2-5H2,1H3 ",C6H12O3,1593
BOX2OHBOOH, CCCCOC(CO)OO ," InChI=1S/C6H14O4/c1-2-3-4-9-6(5-7)10-8/h6-8H,2-5H2,1H3 ",C6H14O4,1594
BOX2EOHBO, CCCCOC([O])CO ," InChI=1S/C6H13O3/c1-2-3-4-9-6(8)5-7/h6-7H,2-5H2,1H3 ",C6H13O3,1595
BOXEOHBNO3, CCCCOC(CO)ON(=O)=O ," InChI=1S/C6H13NO5/c1-2-3-4-11-6(5-8)12-7(9)10/h6,8H,2-5H2,1H3 ",C6H13NO5,1596
BOX2E2OH, CCCCOC(O)CO ," InChI=1S/C6H14O3/c1-2-3-4-9-6(8)5-7/h6-8H,2-5H2,1H3 ",C6H14O3,1597
BOXMCO3, CCCCOCC(=O)O[O] ," InChI=1S/C6H11O4/c1-2-3-4-9-5-6(7)10-8/h2-5H2,1H3 ",C6H11O4,1598
BOX2MO2, CCCCOCO[O] ," InChI=1S/C5H11O3/c1-2-3-4-7-5-8-6/h2-5H2,1H3 ",C5H11O3,1599
BOXPOLAOOH, CCCC(OO)OCC(C)O ," InChI=1S/C7H16O4/c1-3-4-7(11-9)10-5-6(2)8/h6-9H,3-5H2,1-2H3 ",C7H16O4,1600
PRCOOPROL, CCCC(=O)OCC(C)O ," InChI=1S/C7H14O3/c1-3-4-7(9)10-5-6(2)8/h6,8H,3-5H2,1-2H3 ",C7H14O3,1601
BOXPOLANO3, CCCC(OCC(C)O)ON(=O)=O ," InChI=1S/C7H15NO5/c1-3-4-7(13-8(10)11)12-5-6(2)9/h6-7,9H,3-5H2,1-2H3 ",C7H15NO5,1602
